"","Number","Name","Country","Region","Type","Activity.Evidence","Last.Known.Eruption","Latitude","Longitude","Elevation..Meters.","Dominant.Rock.Type","Tectonic.Setting","year","yearCE","last_time_eruption"
"1115",341130,"Tacana","Mexico-Guatemala","México and Central America","Stratovolcano","Eruption Observed","1986 CE",15.132,-92.109,4064,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1986","CE",1986
"1116",341802,"Aguajito, El","Mexico","México and Central America","Caldera","Unrest / Pleistocene","Unknown",27.554,-112.552,1274,"","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1117",341804,"Púlpito, Punta","Mexico","México and Central America","Lava dome","Unrest / Pleistocene","Unknown",26.52,-111.475,0,"","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1118",341820,"Primavera, Sierra la","Mexico","México and Central America","Caldera","Unrest / Pleistocene","Unknown",20.62,-103.52,2270,"","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1119",341824,"Azufres, Los","Mexico","México and Central America","Caldera","Unrest / Pleistocene","Unknown",19.85,-100.63,3400,"","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1120",342020,"Tajumulco","Guatemala","México and Central America","Stratovolcano","Evidence Credible","Unknown",15.043,-91.903,4203,"Dacite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1121",342030,"Santa Maria","Guatemala","México and Central America","Stratovolcano","Eruption Observed","2016 CE",14.756,-91.552,3772,"Dacite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1122",342040,"Almolonga","Guatemala","México and Central America","Stratovolcano","Eruption Observed","1818 CE",14.797,-91.519,3173,"Dacite","Subduction Zone / Continental Crust (>25 km)","1818","CE",1818
"1123",342060,"Atitlan","Guatemala","México and Central America","Stratovolcano(es)","Eruption Observed","1853 CE",14.583,-91.186,3535,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1853","CE",1853
"1124",342070,"Toliman","Guatemala","México and Central America","Stratovolcano(es)","Evidence Credible","Unknown",14.612,-91.189,3158,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1125",342080,"Acatenango","Guatemala","México and Central America","Stratovolcano(es)","Eruption Observed","1972 CE",14.501,-90.876,3976,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1972","CE",1972
"1126",342090,"Fuego","Guatemala","México and Central America","Stratovolcano(es)","Eruption Observed","2016 CE",14.473,-90.88,3763,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1127",342100,"Agua","Guatemala","México and Central America","Stratovolcano","Evidence Credible","Unknown",14.465,-90.743,3760,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1128",342110,"Pacaya","Guatemala","México and Central America","Complex","Eruption Observed","2016 CE",14.381,-90.601,2552,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1129",342111,"Cuilapa-Barbarena","Guatemala","México and Central America","Volcanic field","Evidence Credible","Unknown",14.33,-90.4,1454,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1130",342120,"Tecuamburro","Guatemala","México and Central America","Stratovolcano","Eruption Dated","960 BCE",14.156,-90.407,1845,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","960","BCE",-960
"1131",342121,"Jumaytepeque","Guatemala","México and Central America","Stratovolcano","Evidence Uncertain","Unknown",14.336,-90.269,1815,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1132",342130,"Moyuta","Guatemala","México and Central America","Stratovolcano","Evidence Credible","Unknown",14.03,-90.1,1662,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1133",342140,"Flores","Guatemala","México and Central America","Volcanic field","Evidence Credible","Unknown",14.308,-89.992,1600,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1134",342141,"Tahual","Guatemala","México and Central America","Stratovolcano","Evidence Credible","Unknown",14.43,-89.9,1716,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1135",342150,"Santiago, Cerro","Guatemala","México and Central America","Volcanic field","Evidence Credible","Unknown",14.33,-89.87,1192,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1136",342160,"Suchitan","Guatemala","México and Central America","Stratovolcano(es)","Evidence Credible","Unknown",14.4,-89.78,2042,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1137",342170,"Chingo","Guatemala-El Salvador","México and Central America","Stratovolcano","Evidence Credible","Unknown",14.12,-89.73,1775,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1138",342180,"Ixtepeque","Guatemala","México and Central America","Lava dome(s)","Evidence Credible","Unknown",14.42,-89.68,1292,"Rhyolite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1139",342190,"Ipala","Guatemala","México and Central America","Stratovolcano","Evidence Credible","Unknown",14.55,-89.63,1650,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1140",342200,"Chiquimula Volcanic Field","Guatemala","México and Central America","Pyroclastic cone(s)","Evidence Credible","Unknown",14.83,-89.55,1192,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1141",342210,"Quezaltepeque","Guatemala","México and Central America","Volcanic field","Evidence Credible","Unknown",14.57,-89.45,1200,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1142",342800,"Santo Tomas","Guatemala","México and Central America","Stratovolcano(es)","Unrest / Pleistocene","Unknown",14.71,-91.479,3542,"","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1143",343001,"San Diego","El Salvador-Guatemala","México and Central America","Volcanic field","Evidence Credible","Unknown",14.27,-89.48,781,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1144",343002,"Singuil, Cerro","El Salvador","México and Central America","Pyroclastic cone(s)","Evidence Credible","Unknown",14.05,-89.65,957,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1145",343010,"Apaneca Range","El Salvador","México and Central America","Stratovolcano(es)","Evidence Credible","Unknown",13.891,-89.786,2036,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1146",343020,"Santa Ana","El Salvador","México and Central America","Stratovolcano","Eruption Observed","2005 CE",13.853,-89.63,2381,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2005","CE",2005
"1147",343030,"Izalco","El Salvador","México and Central America","Stratovolcano","Eruption Observed","1966 CE",13.813,-89.633,1950,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1966","CE",1966
"1148",343041,"Coatepeque Caldera","El Salvador","México and Central America","Caldera","Evidence Credible","Unknown",13.87,-89.55,746,"Rhyolite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1149",343050,"San Salvador","El Salvador","México and Central America","Stratovolcano","Eruption Observed","1917 CE",13.734,-89.294,1893,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1917","CE",1917
"1150",343051,"Cinotepeque, Cerro","El Salvador","México and Central America","Volcanic field","Evidence Credible","Unknown",14.02,-89.25,665,"No Data","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1151",343052,"Guazapa","El Salvador","México and Central America","Stratovolcano","Evidence Uncertain","Unknown",13.9,-89.12,1438,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1152",343060,"Ilopango","El Salvador","México and Central America","Caldera","Eruption Observed","1880 CE",13.672,-89.053,450,"Dacite","Subduction Zone / Continental Crust (>25 km)","1880","CE",1880
"1153",343070,"San Vicente","El Salvador","México and Central America","Stratovolcano","Evidence Credible","Unknown",13.595,-88.837,2182,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1154",343071,"Apastepeque Field","El Salvador","México and Central America","Volcanic field","Evidence Credible","Unknown",13.72,-88.77,700,"Dacite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1155",343072,"Taburete","El Salvador","México and Central America","Stratovolcano","Evidence Uncertain","Unknown",13.435,-88.532,1172,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1156",343080,"Tecapa","El Salvador","México and Central America","Stratovolcano","Evidence Credible","Unknown",13.494,-88.502,1593,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1157",343081,"Usulutan","El Salvador","México and Central America","Stratovolcano","Evidence Credible","Unknown",13.419,-88.471,1449,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1158",343082,"Tigre, El","El Salvador","México and Central America","Stratovolcano","Evidence Credible","Unknown",13.47,-88.43,1640,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1159",343090,"Chinameca","El Salvador","México and Central America","Stratovolcano","Evidence Credible","Unknown",13.478,-88.33,1300,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1160",343100,"San Miguel","El Salvador","México and Central America","Stratovolcano","Eruption Observed","2016 CE",13.434,-88.269,2130,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1161",343101,"Aramuaca, Laguna","El Salvador","México and Central America","Maar","Evidence Credible","Unknown",13.428,-88.105,181,"No Data","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1162",343130,"Tigre, Isla el","Honduras","México and Central America","Stratovolcano","Evidence Credible","Unknown",13.272,-87.641,783,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1163",343140,"Zacate Grande, Isla","Honduras","México and Central America","Stratovolcano","Evidence Credible","Unknown",13.33,-87.63,640,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1164",343150,"Yojoa, Lake","Honduras","México and Central America","Volcanic field","Evidence Credible","Unknown",14.98,-87.98,1090,"Trachybasalt / Tephrite Basanite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1165",343160,"Utila Island","Honduras","México and Central America","Pyroclastic cone(s)","Evidence Credible","Unknown",16.12,-86.882,74,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1166",344010,"Cosiguina","Nicaragua","México and Central America","Stratovolcano","Eruption Observed","1859 CE",12.98,-87.57,872,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1859","CE",1859
"1167",344020,"San Cristobal","Nicaragua","México and Central America","Stratovolcano","Eruption Observed","2016 CE",12.702,-87.004,1745,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1168",344040,"Telica","Nicaragua","México and Central America","Stratovolcano(es)","Eruption Observed","2016 CE",12.602,-86.845,1061,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1169",344060,"Rota","Nicaragua","México and Central America","Stratovolcano","Evidence Credible","Unknown",12.55,-86.75,832,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1170",344070,"Negro, Cerro","Nicaragua","México and Central America","Pyroclastic cone(s)","Eruption Observed","1999 CE",12.506,-86.702,728,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1999","CE",1999
"1171",344080,"Pilas, Las","Nicaragua","México and Central America","Complex","Eruption Observed","1954 CE",12.495,-86.688,1088,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1954","CE",1954
"1172",344090,"Momotombo","Nicaragua","México and Central America","Stratovolcano","Eruption Observed","2016 CE",12.422,-86.54,1297,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1173",344091,"Apoyeque","Nicaragua","México and Central America","Pyroclastic shield","Eruption Dated","50 BCE",12.242,-86.342,518,"Dacite","Subduction Zone / Continental Crust (>25 km)","50","BCE",-50
"1174",344092,"Nejapa-Miraflores","Nicaragua","México and Central America","Fissure vent(s)","Eruption Dated","1060 CE",12.12,-86.32,360,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1060","CE",1060
"1175",344100,"Masaya","Nicaragua","México and Central America","Caldera","Eruption Observed","2016 CE",11.984,-86.161,635,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1176",344101,"Granada","Nicaragua","México and Central America","Fissure vent(s)","Evidence Credible","Unknown",11.92,-85.98,300,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1177",344110,"Mombacho","Nicaragua","México and Central America","Stratovolcano","Unrest / Holocene","Unknown",11.826,-85.968,1344,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1178",344111,"Zapatera","Nicaragua","México and Central America","Shield","Evidence Credible","Unknown",11.73,-85.82,629,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1179",344120,"Concepcion","Nicaragua","México and Central America","Stratovolcano","Eruption Observed","2011 CE",11.538,-85.622,1700,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2011","CE",2011
"1180",344131,"Esteli","Nicaragua","México and Central America","Fissure vent(s)","Evidence Uncertain","Unknown",13.17,-86.4,899,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1181",344132,"Ciguatepe, Cerro el","Nicaragua","México and Central America","Stratovolcano","Evidence Uncertain","Unknown",12.53,-86.142,603,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1182",344133,"Lajas, Las","Nicaragua","México and Central America","Shield","Evidence Uncertain","Unknown",12.3,-85.73,926,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1183",344140,"Azul, Volcan","Nicaragua","México and Central America","Pyroclastic cone(s)","Evidence Credible","Unknown",12.53,-83.87,201,"Trachybasalt / Tephrite Basanite","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"1184",345010,"Orosi","Costa Rica","México and Central America","Stratovolcano(es)","Evidence Uncertain","Unknown",10.98,-85.473,1659,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1185",345020,"Rincon de la Vieja","Costa Rica","México and Central America","Complex","Eruption Observed","2014 CE",10.83,-85.324,1916,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2014","CE",2014
"1186",345030,"Miravalles","Costa Rica","México and Central America","Stratovolcano","Eruption Observed","1946 CE",10.748,-85.153,2028,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1946","CE",1946
"1187",345031,"Tenorio","Costa Rica","México and Central America","Stratovolcano(es)","Evidence Credible","Unknown",10.673,-85.015,1916,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1188",345033,"Arenal","Costa Rica","México and Central America","Stratovolcano","Eruption Observed","2010 CE",10.463,-84.703,1670,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2010","CE",2010
"1189",345034,"Platanar","Costa Rica","México and Central America","Stratovolcano(es)","Evidence Credible","Unknown",10.3,-84.366,2267,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1190",345040,"Poas","Costa Rica","México and Central America","Stratovolcano","Eruption Observed","2016 CE",10.2,-84.233,2708,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1191",345050,"Barva","Costa Rica","México and Central America","Complex","Eruption Dated","6050 BCE",10.135,-84.1,2906,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","6050","BCE",-6050
"1192",345060,"Irazu","Costa Rica","México and Central America","Stratovolcano","Eruption Observed","1994 CE",9.979,-83.852,3432,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1994","CE",1994
"1193",345070,"Turrialba","Costa Rica","México and Central America","Stratovolcano","Eruption Observed","2016 CE",10.025,-83.767,3340,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1194",346010,"Baru","Panama","México and Central America","Stratovolcano","Eruption Observed","1550 CE",8.808,-82.543,3474,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1550","CE",1550
"1195",346030,"Valle, El","Panama","México and Central America","Stratovolcano","Evidence Uncertain","Unknown",8.58,-80.17,1185,"Dacite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1196",346801,"Yeguada, La","Panama","México and Central America","Stratovolcano","Unrest / Pleistocene","Unknown",8.47,-80.82,1297,"","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1197",351001,"San Diego","Colombia","South America","Maar","Evidence Uncertain","Unknown",5.65,-74.961,1163,"","","Unknown","Unknown",NA
"1198",351002,"Escondido, El","Colombia","South America","Lava dome","Unrest / Pleistocene","Unknown",5.514,-75.043,1620,"","","Unknown","Unknown",NA
"1199",351011,"Romeral","Colombia","South America","Stratovolcano","Eruption Dated","5390 BCE",5.203,-75.363,3769,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","5390","BCE",-5390
"1200",351012,"Bravo, Cerro","Colombia","South America","Stratovolcano","Eruption Dated","1720 CE",5.091,-75.293,3985,"Dacite","Subduction Zone / Continental Crust (>25 km)","1720","CE",1720
"1201",351020,"Ruiz, Nevado del","Colombia","South America","Stratovolcano","Eruption Observed","2016 CE",4.892,-75.324,5279,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1202",351021,"Santa Isabel","Colombia","South America","Shield","Eruption Dated","850 BCE",4.818,-75.365,4944,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","850","BCE",-850
"1203",351030,"Tolima, Nevado del","Colombia","South America","Stratovolcano","Eruption Observed","1943 CE",4.658,-75.33,5215,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1943","CE",1943
"1204",351040,"Machin","Colombia","South America","Stratovolcano","Eruption Dated","1180 CE",4.487,-75.389,2749,"Dacite","Subduction Zone / Continental Crust (>25 km)","1180","CE",1180
"1205",351050,"Huila, Nevado del","Colombia","South America","Stratovolcano","Eruption Observed","2012 CE",2.93,-76.03,5364,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2012","CE",2012
"1206",351060,"Purace","Colombia","South America","Stratovolcano(es)","Eruption Observed","1977 CE",2.32,-76.4,4650,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1977","CE",1977
"1207",351061,"Sotara","Colombia","South America","Stratovolcano","Evidence Credible","Unknown",2.108,-76.592,4400,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1208",351062,"Petacas","Colombia","South America","Lava dome","Evidence Uncertain","Unknown",1.666,-76.814,3280,"No Data","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1209",351070,"Dona Juana","Colombia","South America","Stratovolcano","Eruption Observed","1906 CE",1.5,-76.936,4137,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1906","CE",1906
"1210",351080,"Galeras","Colombia","South America","Complex","Eruption Observed","2014 CE",1.22,-77.37,4276,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2014","CE",2014
"1211",351090,"Azufral","Colombia","South America","Stratovolcano","Eruption Dated","930 BCE",1.08,-77.68,4070,"Dacite","Subduction Zone / Continental Crust (>25 km)","930","BCE",-930
"1212",351100,"Cumbal","Colombia","South America","Stratovolcano","Eruption Observed","1926 CE",0.95,-77.87,4764,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1926","CE",1926
"1213",351110,"Chiles-Cerro Negro","Colombia-Ecuador","South America","Stratovolcano","Evidence Uncertain","1936 CE",0.817,-77.938,4698,"Dacite","Subduction Zone / Continental Crust (>25 km)","1936","CE",1936
"1214",352001,"Soche","Ecuador","South America","Stratovolcano","Eruption Dated","6650 BCE",0.552,-77.58,3955,"Dacite","Subduction Zone / Continental Crust (>25 km)","6650","BCE",-6650
"1215",352002,"Chachimbiro","Ecuador","South America","Stratovolcano","Eruption Dated","3740 BCE",0.468,-78.287,4106,"Dacite","Subduction Zone / Continental Crust (>25 km)","3740","BCE",-3740
"1216",352003,"Cuicocha","Ecuador","South America","Caldera","Eruption Dated","650 CE",0.308,-78.364,3246,"Dacite","Subduction Zone / Continental Crust (>25 km)","650","CE",650
"1217",352004,"Imbabura","Ecuador","South America","Compound","Eruption Dated","5550 BCE",0.258,-78.183,4609,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","5550","BCE",-5550
"1218",352005,"Mojanda","Ecuador","South America","Stratovolcano(es)","Evidence Uncertain","Unknown",0.13,-78.27,4263,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1219",352006,"Cayambe","Ecuador","South America","Compound","Eruption Observed","1786 CE",0.029,-77.986,5790,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1786","CE",1786
"1220",352010,"Reventador","Ecuador","South America","Stratovolcano","Eruption Observed","2016 CE",-0.077,-77.656,3562,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1221",352011,"Pululagua","Ecuador","South America","Caldera","Eruption Dated","290 CE",0.038,-78.463,3356,"Dacite","Subduction Zone / Continental Crust (>25 km)","290","CE",290
"1222",352020,"Guagua Pichincha","Ecuador","South America","Stratovolcano","Eruption Observed","2002 CE",-0.171,-78.598,4784,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2002","CE",2002
"1223",352021,"Atacazo","Ecuador","South America","Stratovolcano","Eruption Dated","320 BCE",-0.353,-78.617,4463,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","320","BCE",-320
"1224",352022,"Chacana","Ecuador","South America","Caldera","Eruption Observed","1773 CE",-0.375,-78.25,4643,"Rhyolite","Subduction Zone / Continental Crust (>25 km)","1773","CE",1773
"1225",352030,"Antisana","Ecuador","South America","Stratovolcano","Eruption Observed","1802 CE",-0.481,-78.141,5753,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1802","CE",1802
"1226",352031,"Aliso","Ecuador","South America","Stratovolcano","Eruption Dated","2450 BCE",-0.53,-78,4267,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2450","BCE",-2450
"1227",352040,"Sumaco","Ecuador","South America","Stratovolcano","Evidence Uncertain","1895 CE",-0.538,-77.626,3990,"Trachybasalt / Tephrite Basanite","Subduction Zone / Continental Crust (>25 km)","1895","CE",1895
"1228",352041,"Illiniza","Ecuador","South America","Stratovolcano","Evidence Credible","Unknown",-0.659,-78.714,5248,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1229",352050,"Cotopaxi","Ecuador","South America","Stratovolcano","Eruption Observed","2016 CE",-0.677,-78.436,5911,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1230",352060,"Quilotoa","Ecuador","South America","Caldera","Eruption Dated","1280 CE",-0.85,-78.9,3914,"Dacite","Subduction Zone / Continental Crust (>25 km)","1280","CE",1280
"1231",352071,"Chimborazo","Ecuador","South America","Stratovolcano","Eruption Dated","550 CE",-1.464,-78.815,6310,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","550","CE",550
"1232",352080,"Tungurahua","Ecuador","South America","Stratovolcano","Eruption Observed","2016 CE",-1.467,-78.442,5023,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1233",352081,"Licto","Ecuador","South America","Pyroclastic cone(s)","Evidence Uncertain","Unknown",-1.78,-78.613,3336,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1234",352090,"Sangay","Ecuador","South America","Stratovolcano","Eruption Observed","2016 CE",-2.005,-78.341,5286,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"1235",353010,"Fernandina","Ecuador","South America","Shield","Eruption Observed","2009 CE",-0.37,-91.55,1476,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","2009","CE",2009
"1236",353011,"Ecuador","Ecuador","South America","Shield","Eruption Dated","1150 CE",-0.02,-91.546,790,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1150","CE",1150
"1237",353020,"Wolf","Ecuador","South America","Shield","Eruption Observed","2015 CE",0.02,-91.35,1710,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","2015","CE",2015
"1238",353030,"Darwin","Ecuador","South America","Shield","Eruption Dated","1813 CE",-0.18,-91.28,1330,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1813","CE",1813
"1239",353040,"Alcedo","Ecuador","South America","Shield","Eruption Observed","1993 CE",-0.43,-91.12,1130,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1993","CE",1993
"1240",353050,"Negra, Sierra","Ecuador","South America","Shield","Eruption Observed","2005 CE",-0.83,-91.17,1124,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","2005","CE",2005
"1241",353060,"Azul, Cerro","Ecuador","South America","Shield","Eruption Observed","2008 CE",-0.92,-91.408,1640,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","2008","CE",2008
"1242",353070,"Pinta","Ecuador","South America","Shield","Eruption Observed","1928 CE",0.58,-90.75,780,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1928","CE",1928
"1243",353080,"Marchena","Ecuador","South America","Shield","Eruption Observed","1991 CE",0.33,-90.47,343,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1991","CE",1991
"1244",353081,"Genovesa","Ecuador","South America","Shield","Evidence Credible","Unknown",0.32,-89.958,64,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","Unknown","Unknown",NA
"1245",353090,"Santiago","Ecuador","South America","Shield","Eruption Observed","1906 CE",-0.22,-90.77,920,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1906","CE",1906
"1246",353091,"Santa Cruz","Ecuador","South America","Shield","Evidence Credible","Unknown",-0.62,-90.33,864,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","Unknown","Unknown",NA
"1247",353120,"San Cristóbal","Ecuador","South America","Shield","Evidence Credible","Unknown",-0.88,-89.5,759,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","Unknown","Unknown",NA
